independent_var,dependent_var,test_type,f_statistic,p_value,significant,group_stats,assumptions,post_hoc_info,sample_size
horas_juego_cuidador,zscore_desarrollo_resolucion_problemas,ANOVA,3.2997361796473546,0.0005327509417894483,True,"{0.0: {'n': 38, 'mean': np.float64(-0.03534736842105263), 'std': np.float64(0.5672596039170522), 'risk_classification': {'normal': 34, 'riesgo': 4, 'pct_normal': 89.47368421052632, 'pct_riesgo': 10.526315789473683}}, 0.5: {'n': 4, 'mean': np.float64(-0.9745999999999999), 'std': np.float64(1.265499690504374), 'risk_classification': {'normal': 2, 'riesgo': 2, 'pct_normal': 50.0, 'pct_riesgo': 50.0}}, 1.0: {'n': 322, 'mean': np.float64(-0.15978757763975157), 'std': np.float64(0.7448362215392423), 'risk_classification': {'normal': 291, 'riesgo': 31, 'pct_normal': 90.37267080745342, 'pct_riesgo': 9.627329192546584}}, 2.0: {'n': 487, 'mean': np.float64(-0.027682956878850095), 'std': np.float64(0.6439940934865473), 'risk_classification': {'normal': 460, 'riesgo': 27, 'pct_normal': 94.45585215605749, 'pct_riesgo': 5.544147843942506}}, 3.0: {'n': 466, 'mean': np.float64(0.0014708154506437798), 'std': np.float64(0.6344680423298152), 'risk_classification': {'normal': 440, 'riesgo': 26, 'pct_normal': 94.4206008583691, 'pct_riesgo': 5.579399141630901}}, 4.0: {'n': 286, 'mean': np.float64(-0.15728706293706296), 'std': np.float64(0.7291811429992752), 'risk_classification': {'normal': 254, 'riesgo': 32, 'pct_normal': 88.81118881118881, 'pct_riesgo': 11.188811188811188}}, 5.0: {'n': 88, 'mean': np.float64(-0.08176931818181819), 'std': np.float64(0.6825586819718594), 'risk_classification': {'normal': 83, 'riesgo': 5, 'pct_normal': 94.31818181818183, 'pct_riesgo': 5.681818181818182}}, 6.0: {'n': 22, 'mean': np.float64(0.07192727272727273), 'std': np.float64(0.616212636600787), 'risk_classification': {'normal': 21, 'riesgo': 1, 'pct_normal': 95.45454545454545, 'pct_riesgo': 4.545454545454546}}, 7.0: {'n': 4, 'mean': np.float64(-0.045749999999999985), 'std': np.float64(0.59485792981742), 'risk_classification': {'normal': 4, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 8.0: {'n': 7, 'mean': np.float64(0.4438428571428571), 'std': np.float64(0.6926989530263559), 'risk_classification': {'normal': 7, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
horas_juego_cuidador,zscore_desarrollo_socio_individual,ANOVA,1.5903996831941785,0.1126007740077084,False,"{0.0: {'n': 38, 'mean': np.float64(-0.046207894736842114), 'std': np.float64(0.7140797939293274), 'risk_classification': {'normal': 37, 'riesgo': 1, 'pct_normal': 97.36842105263158, 'pct_riesgo': 2.631578947368421}}, 0.5: {'n': 4, 'mean': np.float64(-1.046925), 'std': np.float64(0.664910457004049), 'risk_classification': {'normal': 1, 'riesgo': 3, 'pct_normal': 25.0, 'pct_riesgo': 75.0}}, 1.0: {'n': 322, 'mean': np.float64(0.054941925465838516), 'std': np.float64(0.7073552458369863), 'risk_classification': {'normal': 294, 'riesgo': 28, 'pct_normal': 91.30434782608695, 'pct_riesgo': 8.695652173913043}}, 2.0: {'n': 487, 'mean': np.float64(0.024006981519507177), 'std': np.float64(0.6923601134526233), 'risk_classification': {'normal': 454, 'riesgo': 33, 'pct_normal': 93.22381930184805, 'pct_riesgo': 6.7761806981519515}}, 3.0: {'n': 466, 'mean': np.float64(0.05251137339055794), 'std': np.float64(0.7306183084368034), 'risk_classification': {'normal': 437, 'riesgo': 29, 'pct_normal': 93.77682403433477, 'pct_riesgo': 6.223175965665236}}, 4.0: {'n': 286, 'mean': np.float64(-0.015755244755244757), 'std': np.float64(0.7523076816133817), 'risk_classification': {'normal': 262, 'riesgo': 24, 'pct_normal': 91.6083916083916, 'pct_riesgo': 8.391608391608392}}, 5.0: {'n': 88, 'mean': np.float64(0.11971136363636364), 'std': np.float64(0.7349175247231797), 'risk_classification': {'normal': 83, 'riesgo': 5, 'pct_normal': 94.31818181818183, 'pct_riesgo': 5.681818181818182}}, 6.0: {'n': 22, 'mean': np.float64(0.19690454545454553), 'std': np.float64(0.6779024009519735), 'risk_classification': {'normal': 21, 'riesgo': 1, 'pct_normal': 95.45454545454545, 'pct_riesgo': 4.545454545454546}}, 7.0: {'n': 4, 'mean': np.float64(0.20727500000000001), 'std': np.float64(0.540692835628511), 'risk_classification': {'normal': 4, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 8.0: {'n': 7, 'mean': np.float64(-0.05537142857142858), 'std': np.float64(0.7242944215218139), 'risk_classification': {'normal': 6, 'riesgo': 1, 'pct_normal': 85.71428571428571, 'pct_riesgo': 14.285714285714285}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
numero_controles_prenatales,zscore_desarrollo_comunicacion,ANOVA,2.389502509571034,0.004641014239841817,True,"{0: {'n': 8, 'mean': np.float64(-0.040199999999999986), 'std': np.float64(1.0502454679060238), 'risk_classification': {'normal': 6, 'riesgo': 2, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 1: {'n': 8, 'mean': np.float64(0.8949499999999999), 'std': np.float64(0.42676310926387656), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 2: {'n': 18, 'mean': np.float64(0.0907611111111111), 'std': np.float64(0.7193034867465551), 'risk_classification': {'normal': 17, 'riesgo': 1, 'pct_normal': 94.44444444444444, 'pct_riesgo': 5.555555555555555}}, 3: {'n': 59, 'mean': np.float64(-0.03672203389830507), 'std': np.float64(0.725800550894356), 'risk_classification': {'normal': 54, 'riesgo': 5, 'pct_normal': 91.52542372881356, 'pct_riesgo': 8.47457627118644}}, 4: {'n': 140, 'mean': np.float64(-0.05698857142857143), 'std': np.float64(0.6134037403255922), 'risk_classification': {'normal': 134, 'riesgo': 6, 'pct_normal': 95.71428571428572, 'pct_riesgo': 4.285714285714286}}, 5: {'n': 248, 'mean': np.float64(0.15859999999999996), 'std': np.float64(0.6672500119000125), 'risk_classification': {'normal': 236, 'riesgo': 12, 'pct_normal': 95.16129032258065, 'pct_riesgo': 4.838709677419355}}, 6: {'n': 315, 'mean': np.float64(0.13499301587301588), 'std': np.float64(0.6971352138917399), 'risk_classification': {'normal': 295, 'riesgo': 20, 'pct_normal': 93.65079365079364, 'pct_riesgo': 6.349206349206349}}, 7: {'n': 288, 'mean': np.float64(0.10810208333333333), 'std': np.float64(0.6650788345997626), 'risk_classification': {'normal': 276, 'riesgo': 12, 'pct_normal': 95.83333333333334, 'pct_riesgo': 4.166666666666666}}, 8: {'n': 225, 'mean': np.float64(0.09616622222222222), 'std': np.float64(0.7013005572661591), 'risk_classification': {'normal': 209, 'riesgo': 16, 'pct_normal': 92.88888888888889, 'pct_riesgo': 7.111111111111111}}, 9: {'n': 351, 'mean': np.float64(0.16164074074074075), 'std': np.float64(0.7117352933447888), 'risk_classification': {'normal': 334, 'riesgo': 17, 'pct_normal': 95.15669515669516, 'pct_riesgo': 4.843304843304843}}, 10: {'n': 53, 'mean': np.float64(0.08737735849056602), 'std': np.float64(0.724852672203518), 'risk_classification': {'normal': 49, 'riesgo': 4, 'pct_normal': 92.45283018867924, 'pct_riesgo': 7.547169811320755}}, 11: {'n': 8, 'mean': np.float64(-0.2604), 'std': np.float64(0.5888465747301487), 'risk_classification': {'normal': 7, 'riesgo': 1, 'pct_normal': 87.5, 'pct_riesgo': 12.5}}, 12: {'n': 3, 'mean': np.float64(-0.2492666666666666), 'std': np.float64(0.9816928457177088), 'risk_classification': {'normal': 2, 'riesgo': 1, 'pct_normal': 66.66666666666666, 'pct_riesgo': 33.33333333333333}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: 11,1725
numero_controles_prenatales,zscore_desarrollo_motricidad_gruesa,ANOVA,1.2836817980615336,0.2213100017285909,False,"{0: {'n': 8, 'mean': np.float64(-0.2276375), 'std': np.float64(0.7969540512610678), 'risk_classification': {'normal': 7, 'riesgo': 1, 'pct_normal': 87.5, 'pct_riesgo': 12.5}}, 1: {'n': 8, 'mean': np.float64(-0.204075), 'std': np.float64(0.8973251612431248), 'risk_classification': {'normal': 6, 'riesgo': 2, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 2: {'n': 18, 'mean': np.float64(-0.13886111111111116), 'std': np.float64(0.852589916692516), 'risk_classification': {'normal': 15, 'riesgo': 3, 'pct_normal': 83.33333333333334, 'pct_riesgo': 16.666666666666664}}, 3: {'n': 59, 'mean': np.float64(-0.44304067796610175), 'std': np.float64(0.618791198173878), 'risk_classification': {'normal': 50, 'riesgo': 9, 'pct_normal': 84.7457627118644, 'pct_riesgo': 15.254237288135593}}, 4: {'n': 140, 'mean': np.float64(-0.42447785714285713), 'std': np.float64(0.7828973257992242), 'risk_classification': {'normal': 112, 'riesgo': 28, 'pct_normal': 80.0, 'pct_riesgo': 20.0}}, 5: {'n': 248, 'mean': np.float64(-0.20972459677419353), 'std': np.float64(0.742183886006433), 'risk_classification': {'normal': 213, 'riesgo': 35, 'pct_normal': 85.88709677419355, 'pct_riesgo': 14.112903225806454}}, 6: {'n': 315, 'mean': np.float64(-0.21672476190476195), 'std': np.float64(0.8522788439941045), 'risk_classification': {'normal': 265, 'riesgo': 50, 'pct_normal': 84.12698412698413, 'pct_riesgo': 15.873015873015872}}, 7: {'n': 288, 'mean': np.float64(-0.2777118055555555), 'std': np.float64(0.7806671720067352), 'risk_classification': {'normal': 242, 'riesgo': 46, 'pct_normal': 84.02777777777779, 'pct_riesgo': 15.972222222222221}}, 8: {'n': 225, 'mean': np.float64(-0.30385644444444443), 'std': np.float64(0.9899424573220051), 'risk_classification': {'normal': 189, 'riesgo': 36, 'pct_normal': 84.0, 'pct_riesgo': 16.0}}, 9: {'n': 351, 'mean': np.float64(-0.21615156695156698), 'std': np.float64(0.843351119754041), 'risk_classification': {'normal': 286, 'riesgo': 65, 'pct_normal': 81.48148148148148, 'pct_riesgo': 18.51851851851852}}, 10: {'n': 53, 'mean': np.float64(-0.36953584905660375), 'std': np.float64(0.8646855618116421), 'risk_classification': {'normal': 43, 'riesgo': 10, 'pct_normal': 81.13207547169812, 'pct_riesgo': 18.867924528301888}}, 11: {'n': 8, 'mean': np.float64(-0.6456625), 'std': np.float64(0.9279714372721055), 'risk_classification': {'normal': 6, 'riesgo': 2, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 12: {'n': 3, 'mean': np.float64(-0.6542666666666667), 'std': np.float64(0.4003493765866675), 'risk_classification': {'normal': 3, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
numero_controles_prenatales,zscore_desarrollo_motricidad_fina,ANOVA,3.2507899558583295,0.00011862592715543843,True,"{0: {'n': 8, 'mean': np.float64(0.05289999999999999), 'std': np.float64(0.6182536095440816), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 1: {'n': 8, 'mean': np.float64(0.1831625), 'std': np.float64(0.5945027428448081), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 2: {'n': 18, 'mean': np.float64(-0.5796555555555555), 'std': np.float64(1.102930261899808), 'risk_classification': {'normal': 13, 'riesgo': 5, 'pct_normal': 72.22222222222221, 'pct_riesgo': 27.77777777777778}}, 3: {'n': 59, 'mean': np.float64(0.0054525423728813615), 'std': np.float64(0.7036537170874685), 'risk_classification': {'normal': 54, 'riesgo': 5, 'pct_normal': 91.52542372881356, 'pct_riesgo': 8.47457627118644}}, 4: {'n': 140, 'mean': np.float64(-0.18960928571428573), 'std': np.float64(0.801499355470502), 'risk_classification': {'normal': 127, 'riesgo': 13, 'pct_normal': 90.71428571428571, 'pct_riesgo': 9.285714285714286}}, 5: {'n': 248, 'mean': np.float64(-0.12631854838709677), 'std': np.float64(0.6981685311972744), 'risk_classification': {'normal': 229, 'riesgo': 19, 'pct_normal': 92.33870967741935, 'pct_riesgo': 7.661290322580645}}, 6: {'n': 315, 'mean': np.float64(-0.08970222222222222), 'std': np.float64(0.7088663672282687), 'risk_classification': {'normal': 283, 'riesgo': 32, 'pct_normal': 89.84126984126985, 'pct_riesgo': 10.158730158730158}}, 7: {'n': 288, 'mean': np.float64(-0.13033020833333334), 'std': np.float64(0.700040030281961), 'risk_classification': {'normal': 260, 'riesgo': 28, 'pct_normal': 90.27777777777779, 'pct_riesgo': 9.722222222222223}}, 8: {'n': 225, 'mean': np.float64(-0.112168), 'std': np.float64(0.7603743570181166), 'risk_classification': {'normal': 201, 'riesgo': 24, 'pct_normal': 89.33333333333333, 'pct_riesgo': 10.666666666666668}}, 9: {'n': 351, 'mean': np.float64(0.08409259259259262), 'std': np.float64(0.6982067721174636), 'risk_classification': {'normal': 333, 'riesgo': 18, 'pct_normal': 94.87179487179486, 'pct_riesgo': 5.128205128205128}}, 10: {'n': 53, 'mean': np.float64(-0.02348679245283019), 'std': np.float64(0.68101179534508), 'risk_classification': {'normal': 50, 'riesgo': 3, 'pct_normal': 94.33962264150944, 'pct_riesgo': 5.660377358490567}}, 11: {'n': 8, 'mean': np.float64(-0.5662625), 'std': np.float64(0.9978084756641139), 'risk_classification': {'normal': 7, 'riesgo': 1, 'pct_normal': 87.5, 'pct_riesgo': 12.5}}, 12: {'n': 3, 'mean': np.float64(0.10059999999999998), 'std': np.float64(0.9649407598396909), 'risk_classification': {'normal': 3, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: 2,1725
numero_controles_prenatales,zscore_desarrollo_resolucion_problemas,ANOVA,2.900977063527917,0.0005495554431326378,True,"{0: {'n': 8, 'mean': np.float64(0.19452499999999998), 'std': np.float64(0.9197068612956444), 'risk_classification': {'normal': 7, 'riesgo': 1, 'pct_normal': 87.5, 'pct_riesgo': 12.5}}, 1: {'n': 8, 'mean': np.float64(0.16703749999999998), 'std': np.float64(0.5462725770097352), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 2: {'n': 18, 'mean': np.float64(-0.0348111111111111), 'std': np.float64(0.6248475295329243), 'risk_classification': {'normal': 17, 'riesgo': 1, 'pct_normal': 94.44444444444444, 'pct_riesgo': 5.555555555555555}}, 3: {'n': 59, 'mean': np.float64(-0.23051355932203385), 'std': np.float64(0.705848253560462), 'risk_classification': {'normal': 51, 'riesgo': 8, 'pct_normal': 86.4406779661017, 'pct_riesgo': 13.559322033898304}}, 4: {'n': 140, 'mean': np.float64(-0.10088642857142859), 'std': np.float64(0.6585661156356377), 'risk_classification': {'normal': 133, 'riesgo': 7, 'pct_normal': 95.0, 'pct_riesgo': 5.0}}, 5: {'n': 248, 'mean': np.float64(-0.11972943548387097), 'std': np.float64(0.6668764310666787), 'risk_classification': {'normal': 229, 'riesgo': 19, 'pct_normal': 92.33870967741935, 'pct_riesgo': 7.661290322580645}}, 6: {'n': 315, 'mean': np.float64(-0.12138126984126985), 'std': np.float64(0.6801268858282312), 'risk_classification': {'normal': 291, 'riesgo': 24, 'pct_normal': 92.38095238095238, 'pct_riesgo': 7.6190476190476195}}, 7: {'n': 288, 'mean': np.float64(-0.11230069444444446), 'std': np.float64(0.672736585587826), 'risk_classification': {'normal': 265, 'riesgo': 23, 'pct_normal': 92.01388888888889, 'pct_riesgo': 7.986111111111111}}, 8: {'n': 225, 'mean': np.float64(-0.050788888888888876), 'std': np.float64(0.6994488259331102), 'risk_classification': {'normal': 208, 'riesgo': 17, 'pct_normal': 92.44444444444444, 'pct_riesgo': 7.555555555555555}}, 9: {'n': 351, 'mean': np.float64(0.09695954415954415), 'std': np.float64(0.692852205071857), 'risk_classification': {'normal': 330, 'riesgo': 21, 'pct_normal': 94.01709401709401, 'pct_riesgo': 5.982905982905983}}, 10: {'n': 53, 'mean': np.float64(-0.20419811320754713), 'std': np.float64(0.5697963693253684), 'risk_classification': {'normal': 47, 'riesgo': 6, 'pct_normal': 88.67924528301887, 'pct_riesgo': 11.320754716981133}}, 11: {'n': 8, 'mean': np.float64(-0.0988375), 'std': np.float64(0.25621662117100386), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 12: {'n': 3, 'mean': np.float64(-0.47823333333333334), 'std': np.float64(0.6255064534705723), 'risk_classification': {'normal': 2, 'riesgo': 1, 'pct_normal': 66.66666666666666, 'pct_riesgo': 33.33333333333333}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: 12,1725
numero_controles_prenatales,zscore_desarrollo_socio_individual,ANOVA,3.524572391767626,3.458919240587466e-05,True,"{0: {'n': 8, 'mean': np.float64(0.2283), 'std': np.float64(0.610219656002188), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 1: {'n': 8, 'mean': np.float64(0.4017625), 'std': np.float64(0.3949914535693869), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 2: {'n': 18, 'mean': np.float64(-0.06695555555555559), 'std': np.float64(0.7657218249486), 'risk_classification': {'normal': 16, 'riesgo': 2, 'pct_normal': 88.88888888888889, 'pct_riesgo': 11.11111111111111}}, 3: {'n': 59, 'mean': np.float64(-0.0823135593220339), 'std': np.float64(0.8045330285021902), 'risk_classification': {'normal': 54, 'riesgo': 5, 'pct_normal': 91.52542372881356, 'pct_riesgo': 8.47457627118644}}, 4: {'n': 140, 'mean': np.float64(-0.15846142857142853), 'std': np.float64(0.6783461910443807), 'risk_classification': {'normal': 123, 'riesgo': 17, 'pct_normal': 87.85714285714286, 'pct_riesgo': 12.142857142857142}}, 5: {'n': 248, 'mean': np.float64(-0.010380241935483868), 'std': np.float64(0.6799863731463437), 'risk_classification': {'normal': 228, 'riesgo': 20, 'pct_normal': 91.93548387096774, 'pct_riesgo': 8.064516129032258}}, 6: {'n': 315, 'mean': np.float64(0.019189841269841253), 'std': np.float64(0.6791275802665043), 'risk_classification': {'normal': 295, 'riesgo': 20, 'pct_normal': 93.65079365079364, 'pct_riesgo': 6.349206349206349}}, 7: {'n': 288, 'mean': np.float64(-0.007118750000000001), 'std': np.float64(0.7053552754427713), 'risk_classification': {'normal': 270, 'riesgo': 18, 'pct_normal': 93.75, 'pct_riesgo': 6.25}}, 8: {'n': 225, 'mean': np.float64(0.11573511111111111), 'std': np.float64(0.7820722359214692), 'risk_classification': {'normal': 208, 'riesgo': 17, 'pct_normal': 92.44444444444444, 'pct_riesgo': 7.555555555555555}}, 9: {'n': 351, 'mean': np.float64(0.17900826210826212), 'std': np.float64(0.7304192310995885), 'risk_classification': {'normal': 331, 'riesgo': 20, 'pct_normal': 94.30199430199431, 'pct_riesgo': 5.698005698005698}}, 10: {'n': 53, 'mean': np.float64(-0.11492264150943397), 'std': np.float64(0.6997892346550081), 'risk_classification': {'normal': 48, 'riesgo': 5, 'pct_normal': 90.56603773584906, 'pct_riesgo': 9.433962264150944}}, 11: {'n': 8, 'mean': np.float64(-0.037587499999999996), 'std': np.float64(0.7855268922149369), 'risk_classification': {'normal': 8, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 12: {'n': 3, 'mean': np.float64(-0.9366666666666665), 'std': np.float64(0.2833968301398824), 'risk_classification': {'normal': 2, 'riesgo': 1, 'pct_normal': 66.66666666666666, 'pct_riesgo': 33.33333333333333}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: 12,1725
ultrasonido_embarazo,zscore_desarrollo_comunicacion,ANOVA,4.1879059501342635,0.040864832862267414,True,"{'No': {'n': 94, 'mean': np.float64(-0.030627659574468075), 'std': np.float64(0.7286187579904452), 'risk_classification': {'normal': 87, 'riesgo': 7, 'pct_normal': 92.5531914893617, 'pct_riesgo': 7.446808510638298}}, 'Sí': {'n': 1631, 'mean': np.float64(0.1192026977314531), 'std': np.float64(0.687981671387034), 'risk_classification': {'normal': 1541, 'riesgo': 90, 'pct_normal': 94.48191293684856, 'pct_riesgo': 5.518087063151441}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: No,1725
ultrasonido_embarazo,zscore_desarrollo_motricidad_gruesa,ANOVA,5.985405269388085,0.014524075781386099,True,"{'No': {'n': 94, 'mean': np.float64(-0.47303510638297863), 'std': np.float64(0.7845167571841132), 'risk_classification': {'normal': 74, 'riesgo': 20, 'pct_normal': 78.72340425531915, 'pct_riesgo': 21.27659574468085}}, 'Sí': {'n': 1631, 'mean': np.float64(-0.25732851011649294), 'std': np.float64(0.83379976936996), 'risk_classification': {'normal': 1363, 'riesgo': 268, 'pct_normal': 83.5683629675046, 'pct_riesgo': 16.431637032495402}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: No,1725
ultrasonido_embarazo,zscore_desarrollo_motricidad_fina,Welch's ANOVA,0.12903201445951087,0.7201225659887667,False,"{'No': {'n': 94, 'mean': np.float64(-0.055819148936170224), 'std': np.float64(0.5865422694255921), 'risk_classification': {'normal': 91, 'riesgo': 3, 'pct_normal': 96.80851063829788, 'pct_riesgo': 3.1914893617021276}}, 'Sí': {'n': 1631, 'mean': np.float64(-0.07851624770079706), 'std': np.float64(0.7364941210013781), 'risk_classification': {'normal': 1486, 'riesgo': 145, 'pct_normal': 91.10974862047824, 'pct_riesgo': 8.890251379521766}}}","{'normality': False, 'homogeneity': False, 'note': 'OK'}",,1725
ultrasonido_embarazo,zscore_desarrollo_resolucion_problemas,ANOVA,0.930487380178603,0.3348716755372847,False,"{'No': {'n': 94, 'mean': np.float64(-0.13381914893617025), 'std': np.float64(0.5952498391660639), 'risk_classification': {'normal': 87, 'riesgo': 7, 'pct_normal': 92.5531914893617, 'pct_riesgo': 7.446808510638298}}, 'Sí': {'n': 1631, 'mean': np.float64(-0.06406541998773758), 'std': np.float64(0.6863292628891527), 'risk_classification': {'normal': 1510, 'riesgo': 121, 'pct_normal': 92.58123850398529, 'pct_riesgo': 7.4187614960147155}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
ultrasonido_embarazo,zscore_desarrollo_socio_individual,ANOVA,5.758564761351941,0.016514061322023696,True,"{'No': {'n': 94, 'mean': np.float64(-0.1393808510638298), 'std': np.float64(0.6855876547295375), 'risk_classification': {'normal': 84, 'riesgo': 10, 'pct_normal': 89.36170212765957, 'pct_riesgo': 10.638297872340425}}, 'Sí': {'n': 1631, 'mean': np.float64(0.04348191293684857), 'std': np.float64(0.7202238749918252), 'risk_classification': {'normal': 1516, 'riesgo': 115, 'pct_normal': 92.94911097486205, 'pct_riesgo': 7.050889025137952}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: No,1725
prenatales_primeros_3_meses,zscore_desarrollo_comunicacion,ANOVA,2.310221194050476,0.128709232584902,False,"{'No': {'n': 204, 'mean': np.float64(0.04202745098039217), 'std': np.float64(0.7140919842028968), 'risk_classification': {'normal': 190, 'riesgo': 14, 'pct_normal': 93.13725490196079, 'pct_riesgo': 6.862745098039216}}, 'Sí': {'n': 1521, 'mean': np.float64(0.1202938856015779), 'std': np.float64(0.6874150997879934), 'risk_classification': {'normal': 1438, 'riesgo': 83, 'pct_normal': 94.543063773833, 'pct_riesgo': 5.456936226166995}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
prenatales_primeros_3_meses,zscore_desarrollo_motricidad_gruesa,ANOVA,1.715769472027118,0.19041313187431555,False,"{'No': {'n': 204, 'mean': np.float64(-0.34075245098039214), 'std': np.float64(0.8272127718401361), 'risk_classification': {'normal': 162, 'riesgo': 42, 'pct_normal': 79.41176470588235, 'pct_riesgo': 20.588235294117645}}, 'Sí': {'n': 1521, 'mean': np.float64(-0.259470479947403), 'std': np.float64(0.8329119543428367), 'risk_classification': {'normal': 1275, 'riesgo': 246, 'pct_normal': 83.82642998027613, 'pct_riesgo': 16.173570019723865}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
prenatales_primeros_3_meses,zscore_desarrollo_motricidad_fina,ANOVA,0.002308538581566808,0.9616841515369443,False,"{'No': {'n': 204, 'mean': np.float64(-0.07958284313725492), 'std': np.float64(0.7627875543386544), 'risk_classification': {'normal': 185, 'riesgo': 19, 'pct_normal': 90.68627450980392, 'pct_riesgo': 9.313725490196079}}, 'Sí': {'n': 1521, 'mean': np.float64(-0.07697047994740303), 'std': np.float64(0.724603097366772), 'risk_classification': {'normal': 1392, 'riesgo': 129, 'pct_normal': 91.51873767258382, 'pct_riesgo': 8.481262327416173}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
prenatales_primeros_3_meses,zscore_desarrollo_resolucion_problemas,Welch's ANOVA,1.221171149147723,0.27021520733666327,False,"{'No': {'n': 204, 'mean': np.float64(-0.12341519607843136), 'std': np.float64(0.7766487905460303), 'risk_classification': {'normal': 183, 'riesgo': 21, 'pct_normal': 89.70588235294117, 'pct_riesgo': 10.294117647058822}}, 'Sí': {'n': 1521, 'mean': np.float64(-0.060416173570019716), 'std': np.float64(0.6678876311995127), 'risk_classification': {'normal': 1414, 'riesgo': 107, 'pct_normal': 92.96515450361605, 'pct_riesgo': 7.034845496383959}}}","{'normality': False, 'homogeneity': False, 'note': 'OK'}",,1725
prenatales_primeros_3_meses,zscore_desarrollo_socio_individual,ANOVA,2.5173797190956333,0.11278103174606273,False,"{'No': {'n': 204, 'mean': np.float64(-0.041489705882352956), 'std': np.float64(0.7391351506844016), 'risk_classification': {'normal': 184, 'riesgo': 20, 'pct_normal': 90.19607843137256, 'pct_riesgo': 9.803921568627452}}, 'Sí': {'n': 1521, 'mean': np.float64(0.04357731755424063), 'std': np.float64(0.7163492933505641), 'risk_classification': {'normal': 1416, 'riesgo': 105, 'pct_normal': 93.09664694280079, 'pct_riesgo': 6.903353057199212}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
prenatales_resto_embarazo,zscore_desarrollo_comunicacion,ANOVA,0.8252072379556412,0.3637891168578775,False,"{'No': {'n': 122, 'mean': np.float64(0.056261475409836066), 'std': np.float64(0.6623163328062637), 'risk_classification': {'normal': 116, 'riesgo': 6, 'pct_normal': 95.08196721311475, 'pct_riesgo': 4.918032786885246}}, 'Sí': {'n': 1603, 'mean': np.float64(0.11520692451653151), 'std': np.float64(0.6930207809958487), 'risk_classification': {'normal': 1512, 'riesgo': 91, 'pct_normal': 94.32314410480349, 'pct_riesgo': 5.676855895196507}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
prenatales_resto_embarazo,zscore_desarrollo_motricidad_gruesa,Welch's ANOVA,7.204700155097798,0.008110043194356816,True,"{'No': {'n': 122, 'mean': np.float64(-0.44231639344262297), 'std': np.float64(0.7314181820849177), 'risk_classification': {'normal': 98, 'riesgo': 24, 'pct_normal': 80.32786885245902, 'pct_riesgo': 19.672131147540984}}, 'Sí': {'n': 1603, 'mean': np.float64(-0.25589862757330006), 'std': np.float64(0.838342337825887), 'risk_classification': {'normal': 1339, 'riesgo': 264, 'pct_normal': 83.53087960074859, 'pct_riesgo': 16.469120399251402}}}","{'normality': False, 'homogeneity': False, 'note': 'OK'}",Grupo más afectado: No,1725
