independent_var,dependent_var,test_type,f_statistic,p_value,significant,group_stats,assumptions,post_hoc_info,sample_size
tipo_sanitario,zscore_desarrollo_motricidad_fina,ANOVA,0.29756071425160685,0.585486339486613,False,"{'Inodoro': {'n': 1615, 'mean': np.float64(-0.07471566563467491), 'std': np.float64(0.7318646144689663), 'risk_classification': {'normal': 1476, 'riesgo': 139, 'pct_normal': 91.39318885448915, 'pct_riesgo': 8.606811145510836}}, 'Letrina/Pozo ciego': {'n': 109, 'mean': np.float64(-0.1140880733944954), 'std': np.float64(0.690654361045026), 'risk_classification': {'normal': 100, 'riesgo': 9, 'pct_normal': 91.74311926605505, 'pct_riesgo': 8.256880733944955}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
tipo_sanitario,zscore_desarrollo_resolucion_problemas,ANOVA,3.003548858831634,0.08326136239423178,False,"{'Inodoro': {'n': 1615, 'mean': np.float64(-0.061148606811145506), 'std': np.float64(0.6782053686318905), 'risk_classification': {'normal': 1500, 'riesgo': 115, 'pct_normal': 92.87925696594426, 'pct_riesgo': 7.120743034055728}}, 'Letrina/Pozo ciego': {'n': 109, 'mean': np.float64(-0.1779376146788991), 'std': np.float64(0.7207293252888316), 'risk_classification': {'normal': 96, 'riesgo': 13, 'pct_normal': 88.07339449541286, 'pct_riesgo': 11.926605504587156}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
tipo_sanitario,zscore_desarrollo_socio_individual,ANOVA,0.6728298644551381,0.4121802495848912,False,"{'Inodoro': {'n': 1615, 'mean': np.float64(0.03788668730650155), 'std': np.float64(0.7230633376219521), 'risk_classification': {'normal': 1500, 'riesgo': 115, 'pct_normal': 92.87925696594426, 'pct_riesgo': 7.120743034055728}}, 'Letrina/Pozo ciego': {'n': 109, 'mean': np.float64(-0.020487155963302736), 'std': np.float64(0.6572373648252146), 'risk_classification': {'normal': 100, 'riesgo': 9, 'pct_normal': 91.74311926605505, 'pct_riesgo': 8.256880733944955}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
manejo_basura,zscore_desarrollo_comunicacion,ANOVA,1.0473745823311749,0.38131047648269323,False,"{'La entierra': {'n': 8, 'mean': np.float64(-0.06698749999999998), 'std': np.float64(1.2390170071904352), 'risk_classification': {'normal': 6, 'riesgo': 2, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 'La quema': {'n': 223, 'mean': np.float64(0.08623766816143498), 'std': np.float64(0.7299052682072519), 'risk_classification': {'normal': 203, 'riesgo': 20, 'pct_normal': 91.03139013452915, 'pct_riesgo': 8.968609865470851}}, 'La tira en cualquier lugar': {'n': 9, 'mean': np.float64(0.5039777777777777), 'std': np.float64(0.8152660697247522), 'risk_classification': {'normal': 9, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Otra': {'n': 3, 'mean': np.float64(-0.1517666666666667), 'std': np.float64(0.7085866025640997), 'risk_classification': {'normal': 3, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Servicio municipal o privado': {'n': 1482, 'mean': np.float64(0.11387651821862348), 'std': np.float64(0.6803586727062124), 'risk_classification': {'normal': 1407, 'riesgo': 75, 'pct_normal': 94.93927125506073, 'pct_riesgo': 5.060728744939271}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
manejo_basura,zscore_desarrollo_motricidad_gruesa,ANOVA,0.7436232614204392,0.5622444584118409,False,"{'La entierra': {'n': 8, 'mean': np.float64(-0.4268375), 'std': np.float64(1.954128882237008), 'risk_classification': {'normal': 7, 'riesgo': 1, 'pct_normal': 87.5, 'pct_riesgo': 12.5}}, 'La quema': {'n': 223, 'mean': np.float64(-0.21258430493273547), 'std': np.float64(0.866654093884203), 'risk_classification': {'normal': 187, 'riesgo': 36, 'pct_normal': 83.85650224215246, 'pct_riesgo': 16.143497757847534}}, 'La tira en cualquier lugar': {'n': 9, 'mean': np.float64(-0.1428666666666666), 'std': np.float64(1.1377524620935786), 'risk_classification': {'normal': 6, 'riesgo': 3, 'pct_normal': 66.66666666666666, 'pct_riesgo': 33.33333333333333}}, 'Otra': {'n': 3, 'mean': np.float64(0.27066666666666667), 'std': np.float64(0.7306038210503236), 'risk_classification': {'normal': 3, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Servicio municipal o privado': {'n': 1482, 'mean': np.float64(-0.2785919703103914), 'std': np.float64(0.8166183645115753), 'risk_classification': {'normal': 1234, 'riesgo': 248, 'pct_normal': 83.26585695006747, 'pct_riesgo': 16.734143049932523}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
manejo_basura,zscore_desarrollo_motricidad_fina,Welch's ANOVA,0.6402075767878546,0.6453904419617134,False,"{'La entierra': {'n': 8, 'mean': np.float64(-0.5803), 'std': np.float64(1.8238071483261915), 'risk_classification': {'normal': 6, 'riesgo': 2, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 'La quema': {'n': 223, 'mean': np.float64(-0.019269058295964137), 'std': np.float64(0.7759935528909945), 'risk_classification': {'normal': 203, 'riesgo': 20, 'pct_normal': 91.03139013452915, 'pct_riesgo': 8.968609865470851}}, 'La tira en cualquier lugar': {'n': 9, 'mean': np.float64(0.12896666666666665), 'std': np.float64(0.7905277382862665), 'risk_classification': {'normal': 8, 'riesgo': 1, 'pct_normal': 88.88888888888889, 'pct_riesgo': 11.11111111111111}}, 'Otra': {'n': 3, 'mean': np.float64(0.21029999999999996), 'std': np.float64(0.781727324583195), 'risk_classification': {'normal': 3, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Servicio municipal o privado': {'n': 1482, 'mean': np.float64(-0.085127665317139), 'std': np.float64(0.7113946076327028), 'risk_classification': {'normal': 1357, 'riesgo': 125, 'pct_normal': 91.56545209176788, 'pct_riesgo': 8.434547908232119}}}","{'normality': False, 'homogeneity': False, 'note': 'OK'}",,1725
manejo_basura,zscore_desarrollo_resolucion_problemas,Welch's ANOVA,2.1284693689223033,0.1488576150053746,False,"{'La entierra': {'n': 8, 'mean': np.float64(-0.2966375), 'std': np.float64(1.811901414014334), 'risk_classification': {'normal': 7, 'riesgo': 1, 'pct_normal': 87.5, 'pct_riesgo': 12.5}}, 'La quema': {'n': 223, 'mean': np.float64(-0.18165291479820628), 'std': np.float64(0.7827632335515154), 'risk_classification': {'normal': 195, 'riesgo': 28, 'pct_normal': 87.4439461883408, 'pct_riesgo': 12.556053811659194}}, 'La tira en cualquier lugar': {'n': 9, 'mean': np.float64(0.37586666666666674), 'std': np.float64(0.6385666155539296), 'risk_classification': {'normal': 9, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Otra': {'n': 3, 'mean': np.float64(0.11283333333333335), 'std': np.float64(0.5904213439005516), 'risk_classification': {'normal': 3, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Servicio municipal o privado': {'n': 1482, 'mean': np.float64(-0.05257037786774629), 'std': np.float64(0.6536171560976382), 'risk_classification': {'normal': 1383, 'riesgo': 99, 'pct_normal': 93.31983805668015, 'pct_riesgo': 6.680161943319838}}}","{'normality': False, 'homogeneity': False, 'note': 'OK'}",,1725
manejo_basura,zscore_desarrollo_socio_individual,ANOVA,0.4935890074415042,0.7404730331613691,False,"{'La entierra': {'n': 8, 'mean': np.float64(0.09862499999999999), 'std': np.float64(0.7661982245383464), 'risk_classification': {'normal': 7, 'riesgo': 1, 'pct_normal': 87.5, 'pct_riesgo': 12.5}}, 'La quema': {'n': 223, 'mean': np.float64(-0.021487892376681608), 'std': np.float64(0.7757033284520984), 'risk_classification': {'normal': 198, 'riesgo': 25, 'pct_normal': 88.78923766816143, 'pct_riesgo': 11.210762331838566}}, 'La tira en cualquier lugar': {'n': 9, 'mean': np.float64(0.12316666666666665), 'std': np.float64(0.8023392144224287), 'risk_classification': {'normal': 9, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Otra': {'n': 3, 'mean': np.float64(0.27263333333333334), 'std': np.float64(0.45753747751778034), 'risk_classification': {'normal': 3, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Servicio municipal o privado': {'n': 1482, 'mean': np.float64(0.040414035087719305), 'std': np.float64(0.7106408483899954), 'risk_classification': {'normal': 1383, 'riesgo': 99, 'pct_normal': 93.31983805668015, 'pct_riesgo': 6.680161943319838}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
tipo_energia_cocina,zscore_desarrollo_comunicacion,ANOVA,0.5279525328322969,0.5899069038927082,False,"{'Gas corriente, carbón y otros': {'n': 4, 'mean': np.float64(-0.212975), 'std': np.float64(0.2830968900688714), 'risk_classification': {'normal': 4, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Gas propano': {'n': 1503, 'mean': np.float64(0.11412801064537592), 'std': np.float64(0.6879100813094773), 'risk_classification': {'normal': 1422, 'riesgo': 81, 'pct_normal': 94.61077844311377, 'pct_riesgo': 5.389221556886228}}, 'Leña': {'n': 216, 'mean': np.float64(0.09295925925925926), 'std': np.float64(0.7189013624532389), 'risk_classification': {'normal': 200, 'riesgo': 16, 'pct_normal': 92.5925925925926, 'pct_riesgo': 7.4074074074074066}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
tipo_energia_cocina,zscore_desarrollo_motricidad_gruesa,ANOVA,0.4319240002346198,0.6493291198640082,False,"{'Gas corriente, carbón y otros': {'n': 4, 'mean': np.float64(-0.638975), 'std': np.float64(0.2779986136056557), 'risk_classification': {'normal': 3, 'riesgo': 1, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 'Gas propano': {'n': 1503, 'mean': np.float64(-0.26683246839654023), 'std': np.float64(0.8283591162792847), 'risk_classification': {'normal': 1256, 'riesgo': 247, 'pct_normal': 83.56620093147039, 'pct_riesgo': 16.43379906852961}}, 'Leña': {'n': 216, 'mean': np.float64(-0.28353379629629627), 'std': np.float64(0.8682115899626778), 'risk_classification': {'normal': 176, 'riesgo': 40, 'pct_normal': 81.48148148148148, 'pct_riesgo': 18.51851851851852}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
tipo_energia_cocina,zscore_desarrollo_motricidad_fina,ANOVA,1.918142730018337,0.1471935643538239,False,"{'Gas corriente, carbón y otros': {'n': 4, 'mean': np.float64(-0.6952499999999999), 'std': np.float64(1.2607934499089584), 'risk_classification': {'normal': 3, 'riesgo': 1, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 'Gas propano': {'n': 1503, 'mean': np.float64(-0.07007418496340652), 'std': np.float64(0.7263207349458191), 'risk_classification': {'normal': 1378, 'riesgo': 125, 'pct_normal': 91.6833000665336, 'pct_riesgo': 8.316699933466401}}, 'Leña': {'n': 216, 'mean': np.float64(-0.12200787037037039), 'std': np.float64(0.7346316833739469), 'risk_classification': {'normal': 194, 'riesgo': 22, 'pct_normal': 89.81481481481481, 'pct_riesgo': 10.185185185185185}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
tipo_energia_cocina,zscore_desarrollo_resolucion_problemas,ANOVA,0.548525174320477,0.5779023793039464,False,"{'Gas corriente, carbón y otros': {'n': 4, 'mean': np.float64(-0.09407499999999999), 'std': np.float64(0.34610616266303806), 'risk_classification': {'normal': 4, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Gas propano': {'n': 1503, 'mean': np.float64(-0.062008715901530266), 'std': np.float64(0.6732443080977611), 'risk_classification': {'normal': 1399, 'riesgo': 104, 'pct_normal': 93.08050565535595, 'pct_riesgo': 6.919494344644045}}, 'Leña': {'n': 216, 'mean': np.float64(-0.11384444444444446), 'std': np.float64(0.7425193218481453), 'risk_classification': {'normal': 192, 'riesgo': 24, 'pct_normal': 88.88888888888889, 'pct_riesgo': 11.11111111111111}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
tipo_energia_cocina,zscore_desarrollo_socio_individual,ANOVA,0.01447896512709489,0.9856254711489124,False,"{'Gas corriente, carbón y otros': {'n': 4, 'mean': np.float64(0.009549999999999996), 'std': np.float64(0.24154514415874037), 'risk_classification': {'normal': 4, 'riesgo': 0, 'pct_normal': 100.0, 'pct_riesgo': 0.0}}, 'Gas propano': {'n': 1503, 'mean': np.float64(0.03349673985362609), 'std': np.float64(0.7183569324735254), 'risk_classification': {'normal': 1400, 'riesgo': 103, 'pct_normal': 93.14703925482368, 'pct_riesgo': 6.852960745176315}}, 'Leña': {'n': 216, 'mean': np.float64(0.025233796296296303), 'std': np.float64(0.731436037621587), 'risk_classification': {'normal': 194, 'riesgo': 22, 'pct_normal': 89.81481481481481, 'pct_riesgo': 10.185185185185185}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
propiedad_vivienda,zscore_desarrollo_comunicacion,Welch's ANOVA,0.3073615379662901,0.5794614106273287,False,"{'Alquilada': {'n': 471, 'mean': np.float64(0.12666985138004244), 'std': np.float64(0.7332744782776652), 'risk_classification': {'normal': 438, 'riesgo': 33, 'pct_normal': 92.99363057324841, 'pct_riesgo': 7.006369426751593}}, 'Propia': {'n': 1254, 'mean': np.float64(0.10516674641148326), 'std': np.float64(0.6744711304989685), 'risk_classification': {'normal': 1190, 'riesgo': 64, 'pct_normal': 94.896331738437, 'pct_riesgo': 5.103668261562999}}}","{'normality': False, 'homogeneity': False, 'note': 'OK'}",,1725
propiedad_vivienda,zscore_desarrollo_motricidad_gruesa,ANOVA,3.4144508415177843,0.06479920459102209,False,"{'Alquilada': {'n': 471, 'mean': np.float64(-0.20869639065817408), 'std': np.float64(0.8616388476838825), 'risk_classification': {'normal': 403, 'riesgo': 68, 'pct_normal': 85.56263269639066, 'pct_riesgo': 14.437367303609342}}, 'Propia': {'n': 1254, 'mean': np.float64(-0.2917640350877193), 'std': np.float64(0.8203735719951483), 'risk_classification': {'normal': 1034, 'riesgo': 220, 'pct_normal': 82.45614035087719, 'pct_riesgo': 17.543859649122805}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
propiedad_vivienda,zscore_desarrollo_motricidad_fina,ANOVA,0.741083839560268,0.3894336821114929,False,"{'Alquilada': {'n': 471, 'mean': np.float64(-0.10193609341825902), 'std': np.float64(0.7384485741417206), 'risk_classification': {'normal': 426, 'riesgo': 45, 'pct_normal': 90.44585987261146, 'pct_riesgo': 9.554140127388536}}, 'Propia': {'n': 1254, 'mean': np.float64(-0.06801842105263158), 'std': np.float64(0.7254925637574909), 'risk_classification': {'normal': 1151, 'riesgo': 103, 'pct_normal': 91.78628389154704, 'pct_riesgo': 8.213716108452951}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
propiedad_vivienda,zscore_desarrollo_resolucion_problemas,ANOVA,0.36487517402085673,0.5458905979889845,False,"{'Alquilada': {'n': 471, 'mean': np.float64(-0.0840471337579618), 'std': np.float64(0.6809493716201317), 'risk_classification': {'normal': 437, 'riesgo': 34, 'pct_normal': 92.78131634819533, 'pct_riesgo': 7.218683651804671}}, 'Propia': {'n': 1254, 'mean': np.float64(-0.06178907496012759), 'std': np.float64(0.6821680011814212), 'risk_classification': {'normal': 1160, 'riesgo': 94, 'pct_normal': 92.50398724082935, 'pct_riesgo': 7.496012759170653}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
propiedad_vivienda,zscore_desarrollo_socio_individual,ANOVA,1.993730389120431,0.15813195129556695,False,"{'Alquilada': {'n': 471, 'mean': np.float64(0.073411889596603), 'std': np.float64(0.7504149240812503), 'risk_classification': {'normal': 437, 'riesgo': 34, 'pct_normal': 92.78131634819533, 'pct_riesgo': 7.218683651804671}}, 'Propia': {'n': 1254, 'mean': np.float64(0.018532854864433814), 'std': np.float64(0.7071087859958647), 'risk_classification': {'normal': 1163, 'riesgo': 91, 'pct_normal': 92.74322169059012, 'pct_riesgo': 7.256778309409888}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
sexo_jefe_hogar,zscore_desarrollo_comunicacion,ANOVA,1.5410065068361107,0.21463702092109643,False,"{'Hombre': {'n': 1331, 'mean': np.float64(0.1222710743801653), 'std': np.float64(0.6968730774376467), 'risk_classification': {'normal': 1252, 'riesgo': 79, 'pct_normal': 94.06461307287753, 'pct_riesgo': 5.935386927122464}}, 'Mujer': {'n': 394, 'mean': np.float64(0.07309086294416245), 'std': np.float64(0.6696837474477718), 'risk_classification': {'normal': 376, 'riesgo': 18, 'pct_normal': 95.43147208121827, 'pct_riesgo': 4.568527918781726}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
sexo_jefe_hogar,zscore_desarrollo_motricidad_gruesa,ANOVA,2.542326161565434,0.11101479826795947,False,"{'Hombre': {'n': 1331, 'mean': np.float64(-0.2517039068369647), 'std': np.float64(0.8210970387551001), 'risk_classification': {'normal': 1116, 'riesgo': 215, 'pct_normal': 83.84673178061608, 'pct_riesgo': 16.15326821938392}}, 'Mujer': {'n': 394, 'mean': np.float64(-0.3277923857868021), 'std': np.float64(0.8680639374693269), 'risk_classification': {'normal': 321, 'riesgo': 73, 'pct_normal': 81.47208121827411, 'pct_riesgo': 18.527918781725887}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
sexo_jefe_hogar,zscore_desarrollo_motricidad_fina,ANOVA,7.993544338084977,0.004748684423638382,True,"{'Hombre': {'n': 1331, 'mean': np.float64(-0.05033433508640119), 'std': np.float64(0.7273134729644116), 'risk_classification': {'normal': 1224, 'riesgo': 107, 'pct_normal': 91.96093163035312, 'pct_riesgo': 8.039068369646882}}, 'Mujer': {'n': 394, 'mean': np.float64(-0.1683045685279188), 'std': np.float64(0.7282214105113685), 'risk_classification': {'normal': 353, 'riesgo': 41, 'pct_normal': 89.59390862944161, 'pct_riesgo': 10.406091370558377}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: Mujer,1725
sexo_jefe_hogar,zscore_desarrollo_resolucion_problemas,ANOVA,8.121120955021683,0.004427277832273688,True,"{'Hombre': {'n': 1331, 'mean': np.float64(-0.04246979714500376), 'std': np.float64(0.6882940270178546), 'risk_classification': {'normal': 1234, 'riesgo': 97, 'pct_normal': 92.7122464312547, 'pct_riesgo': 7.2877535687453046}}, 'Mujer': {'n': 394, 'mean': np.float64(-0.15366091370558377), 'std': np.float64(0.6525505017221968), 'risk_classification': {'normal': 363, 'riesgo': 31, 'pct_normal': 92.13197969543148, 'pct_riesgo': 7.868020304568528}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: Mujer,1725
sexo_jefe_hogar,zscore_desarrollo_socio_individual,ANOVA,1.4565679744597946,0.22764264753634797,False,"{'Hombre': {'n': 1331, 'mean': np.float64(0.044889181066867005), 'std': np.float64(0.7137416531433028), 'risk_classification': {'normal': 1233, 'riesgo': 98, 'pct_normal': 92.63711495116453, 'pct_riesgo': 7.362885048835461}}, 'Mujer': {'n': 394, 'mean': np.float64(-0.004899238578680207), 'std': np.float64(0.7377681867487603), 'risk_classification': {'normal': 367, 'riesgo': 27, 'pct_normal': 93.1472081218274, 'pct_riesgo': 6.852791878172589}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1725
situacion_laboral_madre,zscore_desarrollo_comunicacion,ANOVA,6.956528539299779,0.008426819168117319,True,"{'No trabaja': {'n': 868, 'mean': np.float64(0.15408110599078342), 'std': np.float64(0.7023287657432742), 'risk_classification': {'normal': 825, 'riesgo': 43, 'pct_normal': 95.04608294930875, 'pct_riesgo': 4.953917050691245}}, 'Trabaja': {'n': 850, 'mean': np.float64(0.06634811764705885), 'std': np.float64(0.6757885033257909), 'risk_classification': {'normal': 797, 'riesgo': 53, 'pct_normal': 93.76470588235294, 'pct_riesgo': 6.235294117647059}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: Trabaja,1718
situacion_laboral_madre,zscore_desarrollo_motricidad_gruesa,ANOVA,9.11057777426594,0.002578791138063417,True,"{'No trabaja': {'n': 868, 'mean': np.float64(-0.21058087557603683), 'std': np.float64(0.8329818378815497), 'risk_classification': {'normal': 730, 'riesgo': 138, 'pct_normal': 84.10138248847926, 'pct_riesgo': 15.898617511520738}}, 'Trabaja': {'n': 850, 'mean': np.float64(-0.33161858823529416), 'std': np.float64(0.8289885839266365), 'risk_classification': {'normal': 700, 'riesgo': 150, 'pct_normal': 82.35294117647058, 'pct_riesgo': 17.647058823529413}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: Trabaja,1718
situacion_laboral_madre,zscore_desarrollo_motricidad_fina,ANOVA,5.553641387197051,0.01855412333805416,True,"{'No trabaja': {'n': 868, 'mean': np.float64(-0.03651947004608295), 'std': np.float64(0.741887291203999), 'risk_classification': {'normal': 799, 'riesgo': 69, 'pct_normal': 92.05069124423963, 'pct_riesgo': 7.949308755760369}}, 'Trabaja': {'n': 850, 'mean': np.float64(-0.11931823529411766), 'std': np.float64(0.7137513287071874), 'risk_classification': {'normal': 772, 'riesgo': 78, 'pct_normal': 90.8235294117647, 'pct_riesgo': 9.176470588235293}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: Trabaja,1718
situacion_laboral_madre,zscore_desarrollo_resolucion_problemas,ANOVA,9.285329412645241,0.002345199651219971,True,"{'No trabaja': {'n': 868, 'mean': np.float64(-0.017391820276497705), 'std': np.float64(0.7069986496301958), 'risk_classification': {'normal': 807, 'riesgo': 61, 'pct_normal': 92.97235023041475, 'pct_riesgo': 7.027649769585254}}, 'Trabaja': {'n': 850, 'mean': np.float64(-0.11723035294117648), 'std': np.float64(0.6491213587025048), 'risk_classification': {'normal': 785, 'riesgo': 65, 'pct_normal': 92.3529411764706, 'pct_riesgo': 7.647058823529412}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: Trabaja,1718
situacion_laboral_madre,zscore_desarrollo_socio_individual,ANOVA,12.377196537355212,0.0004459317756061721,True,"{'No trabaja': {'n': 868, 'mean': np.float64(0.09368698156682027), 'std': np.float64(0.7309916032624754), 'risk_classification': {'normal': 811, 'riesgo': 57, 'pct_normal': 93.4331797235023, 'pct_riesgo': 6.566820276497695}}, 'Trabaja': {'n': 850, 'mean': np.float64(-0.02801164705882352), 'std': np.float64(0.702128296051546), 'risk_classification': {'normal': 783, 'riesgo': 67, 'pct_normal': 92.11764705882352, 'pct_riesgo': 7.882352941176471}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: Trabaja,1718
situacion_laboral_padre,zscore_desarrollo_comunicacion,ANOVA,2.693096754633342,0.10097162274504701,False,"{'No trabaja': {'n': 156, 'mean': np.float64(0.02090576923076923), 'std': np.float64(0.6495863500910143), 'risk_classification': {'normal': 145, 'riesgo': 11, 'pct_normal': 92.94871794871796, 'pct_riesgo': 7.051282051282051}}, 'Trabaja': {'n': 1520, 'mean': np.float64(0.11538098684210527), 'std': np.float64(0.6882491644195723), 'risk_classification': {'normal': 1440, 'riesgo': 80, 'pct_normal': 94.73684210526315, 'pct_riesgo': 5.263157894736842}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1676
situacion_laboral_padre,zscore_desarrollo_motricidad_gruesa,ANOVA,6.873198158665181,0.008829077604167655,True,"{'No trabaja': {'n': 156, 'mean': np.float64(-0.4393141025641026), 'std': np.float64(0.8025757902065331), 'risk_classification': {'normal': 117, 'riesgo': 39, 'pct_normal': 75.0, 'pct_riesgo': 25.0}}, 'Trabaja': {'n': 1520, 'mean': np.float64(-0.25700914473684205), 'std': np.float64(0.8295786823240356), 'risk_classification': {'normal': 1280, 'riesgo': 240, 'pct_normal': 84.21052631578947, 'pct_riesgo': 15.789473684210526}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: No trabaja,1676
situacion_laboral_padre,zscore_desarrollo_motricidad_fina,ANOVA,0.011026864714836564,0.9163813432382912,False,"{'No trabaja': {'n': 156, 'mean': np.float64(-0.061250641025641026), 'std': np.float64(0.6172381029043863), 'risk_classification': {'normal': 146, 'riesgo': 10, 'pct_normal': 93.58974358974359, 'pct_riesgo': 6.41025641025641}}, 'Trabaja': {'n': 1520, 'mean': np.float64(-0.06759342105263158), 'std': np.float64(0.7279944747971838), 'risk_classification': {'normal': 1392, 'riesgo': 128, 'pct_normal': 91.57894736842105, 'pct_riesgo': 8.421052631578947}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,1676
situacion_laboral_padre,zscore_desarrollo_resolucion_problemas,ANOVA,5.656640270214504,0.017501038212316206,True,"{'No trabaja': {'n': 156, 'mean': np.float64(-0.18079871794871794), 'std': np.float64(0.5820351747476324), 'risk_classification': {'normal': 144, 'riesgo': 12, 'pct_normal': 92.3076923076923, 'pct_riesgo': 7.6923076923076925}}, 'Trabaja': {'n': 1520, 'mean': np.float64(-0.045964276315789476), 'std': np.float64(0.6830405146894131), 'risk_classification': {'normal': 1418, 'riesgo': 102, 'pct_normal': 93.28947368421052, 'pct_riesgo': 6.7105263157894735}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: No trabaja,1676
situacion_laboral_padre,zscore_desarrollo_socio_individual,ANOVA,8.924909809044275,0.0028539791238201416,True,"{'No trabaja': {'n': 156, 'mean': np.float64(-0.13491730769230773), 'std': np.float64(0.694734471361909), 'risk_classification': {'normal': 140, 'riesgo': 16, 'pct_normal': 89.74358974358975, 'pct_riesgo': 10.256410256410255}}, 'Trabaja': {'n': 1520, 'mean': np.float64(0.04515842105263157), 'std': np.float64(0.7191991275375894), 'risk_classification': {'normal': 1414, 'riesgo': 106, 'pct_normal': 93.02631578947368, 'pct_riesgo': 6.973684210526315}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",Grupo más afectado: No trabaja,1676
tipo_empleo_madre,zscore_desarrollo_comunicacion,ANOVA,0.8207538073688099,0.36521719713928125,False,"{'Formal': {'n': 504, 'mean': np.float64(0.08374920634920634), 'std': np.float64(0.6588738101436464), 'risk_classification': {'normal': 479, 'riesgo': 25, 'pct_normal': 95.03968253968253, 'pct_riesgo': 4.9603174603174605}}, 'Informal': {'n': 346, 'mean': np.float64(0.04100086705202313), 'std': np.float64(0.6998867272942989), 'risk_classification': {'normal': 318, 'riesgo': 28, 'pct_normal': 91.90751445086705, 'pct_riesgo': 8.092485549132949}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,850
tipo_empleo_madre,zscore_desarrollo_motricidad_gruesa,ANOVA,1.5260864794073177,0.21704288217059292,False,"{'Formal': {'n': 504, 'mean': np.float64(-0.36071349206349207), 'std': np.float64(0.8724830534885817), 'risk_classification': {'normal': 407, 'riesgo': 97, 'pct_normal': 80.75396825396825, 'pct_riesgo': 19.246031746031747}}, 'Informal': {'n': 346, 'mean': np.float64(-0.2892375722543353), 'std': np.float64(0.7604468731437384), 'risk_classification': {'normal': 293, 'riesgo': 53, 'pct_normal': 84.6820809248555, 'pct_riesgo': 15.31791907514451}}}","{'normality': False, 'homogeneity': True, 'note': 'OK'}",,850
